trial	TP	TN	FP	FN	prec	sens	errorRate	AUC	algo
12	14	491	7	26	0.666666666666667	0.35	0.0613382899628253	0.892545180722892	gbm.id1.cv3.top5
12	16	491	7	24	0.695652173913043	0.4	0.0576208178438662	0.879116465863454	gbm.id2.cv3.top5
12	16	491	7	24	0.695652173913043	0.4	0.0576208178438662	0.906752008032129	gbm.id3.cv3.top5
12	17	491	7	23	0.708333333333333	0.425	0.0557620817843866	0.903062248995984	gbm.id4.cv3.top5
13	20	488	9	21	0.689655172413793	0.48780487804878	0.0557620817843866	0.948962065073367	gbm.id1.cv3
13	23	489	8	18	0.741935483870968	0.560975609756098	0.0483271375464684	0.945968493890171	gbm.id2.cv3
13	22	490	7	19	0.758620689655172	0.536585365853659	0.0483271375464684	0.944839770329293	gbm.id3.cv3
13	22	492	5	19	0.814814814814815	0.536585365853659	0.0446096654275093	0.947661579231487	gbm.id4.cv3
13	20	487	10	21	0.666666666666667	0.48780487804878	0.0576208178438662	0.946459243264465	gbm.id1.cv3.top5
13	23	488	9	18	0.71875	0.560975609756098	0.050185873605948	0.94648378073318	gbm.id2.cv3.top5
13	22	489	8	19	0.733333333333333	0.536585365853659	0.050185873605948	0.948324090886784	gbm.id3.cv3.top5
13	21	492	5	20	0.807692307692308	0.51219512195122	0.0464684014869888	0.944373558423714	gbm.id4.cv3.top5
14	19	493	7	19	0.730769230769231	0.5	0.0483271375464684	0.947105263157895	gbm.id1.cv3
14	17	493	7	21	0.708333333333333	0.447368421052632	0.0520446096654275	0.941842105263158	gbm.id2.cv3
14	17	492	8	21	0.68	0.447368421052632	0.0539033457249071	0.94621052631579	gbm.id3.cv3
14	16	492	8	22	0.666666666666667	0.421052631578947	0.0557620817843866	0.944394736842105	gbm.id4.cv3
14	20	494	6	18	0.769230769230769	0.526315789473684	0.0446096654275093	0.946421052631579	gbm.id1.cv3.top5
14	17	492	8	21	0.68	0.447368421052632	0.0539033457249071	0.945842105263158	gbm.id2.cv3.top5
14	16	493	7	22	0.695652173913043	0.421052631578947	0.0539033457249071	0.945105263157895	gbm.id3.cv3.top5
14	17	492	8	21	0.68	0.447368421052632	0.0539033457249071	0.945842105263158	gbm.id4.cv3.top5
15	19	482	9	28	0.678571428571429	0.404255319148936	0.0687732342007435	0.904146986176712	gbm.id1.cv3
15	20	481	10	27	0.666666666666667	0.425531914893617	0.0687732342007435	0.92694024353252	gbm.id2.cv3
15	20	481	10	27	0.666666666666667	0.425531914893617	0.0687732342007435	0.929821900593663	gbm.id3.cv3
15	17	482	9	30	0.653846153846154	0.361702127659574	0.0724907063197026	0.926550244832516	gbm.id4.cv3
15	19	480	11	28	0.633333333333333	0.404255319148936	0.0724907063197026	0.921978593404688	gbm.id1.cv3.top5
15	19	480	11	28	0.633333333333333	0.404255319148936	0.0724907063197026	0.932291892360358	gbm.id2.cv3.top5
15	18	484	7	29	0.72	0.382978723404255	0.0669144981412639	0.92425358582138	gbm.id3.cv3.top5
15	19	482	9	28	0.678571428571429	0.404255319148936	0.0687732342007435	0.927156909476967	gbm.id4.cv3.top5
16	11	493	7	27	0.611111111111111	0.289473684210526	0.0631970260223048	0.888473684210527	gbm.id1.cv3
16	11	489	11	27	0.5	0.289473684210526	0.0706319702602231	0.887105263157895	gbm.id2.cv3
16	10	491	9	28	0.526315789473684	0.263157894736842	0.0687732342007435	0.883552631578947	gbm.id3.cv3
16	13	492	8	25	0.619047619047619	0.342105263157895	0.0613382899628253	0.897552631578947	gbm.id4.cv3
16	11	493	7	27	0.611111111111111	0.289473684210526	0.0631970260223048	0.891447368421053	gbm.id1.cv3.top5
16	10	491	9	28	0.526315789473684	0.263157894736842	0.0687732342007435	0.893894736842106	gbm.id2.cv3.top5
16	12	491	9	26	0.571428571428571	0.315789473684211	0.0650557620817844	0.881236842105264	gbm.id3.cv3.top5
16	11	492	8	27	0.578947368421053	0.289473684210526	0.0650557620817844	0.901052631578948	gbm.id4.cv3.top5
17	20	493	4	21	0.833333333333333	0.48780487804878	0.0464684014869888	0.896746331648428	gbm.id1.cv3
17	17	493	4	24	0.80952380952381	0.414634146341463	0.0520446096654275	0.888452667222849	gbm.id2.cv3
17	15	493	4	26	0.789473684210526	0.365853658536585	0.0557620817843866	0.895175933650685	gbm.id3.cv3
17	15	491	6	26	0.714285714285714	0.365853658536585	0.0594795539033457	0.900353339549492	gbm.id4.cv3
17	19	493	4	22	0.826086956521739	0.463414634146341	0.0483271375464684	0.900377877018207	gbm.id1.cv3.top5
17	16	492	5	25	0.761904761904762	0.390243902439024	0.0557620817843866	0.892108750061345	gbm.id2.cv3.top5
17	14	494	3	27	0.823529411764706	0.341463414634146	0.0557620817843866	0.893163861216077	gbm.id3.cv3.top5
17	15	492	5	26	0.75	0.365853658536585	0.0576208178438662	0.889851302939589	gbm.id4.cv3.top5
18	20	487	12	19	0.625	0.512820512820513	0.0576208178438662	0.890498946611171	gbm.id1.cv3
