trial	TP	TN	FP	FN	prec	sens	errorRate	AUC	algo
15	11	474	25	28	0.305555555555556	0.282051282051282	0.0985130111524164	0.61597554082524	glm.cross.stats
15	29	447	52	10	0.358024691358025	0.743589743589744	0.115241635687732	0.869277015569604	lda.stats
15	27	443	56	12	0.325301204819277	0.692307692307692	0.12639405204461	0.878140897178973	qda.stats
15	29	444	55	10	0.345238095238095	0.743589743589744	0.120817843866171	0.873798879810908	ridge.weight.stats
15	7	491	8	32	0.466666666666667	0.179487179487179	0.0743494423791822	0.873387801243515	ridge.stats
15	27	452	47	12	0.364864864864865	0.692307692307692	0.109665427509294	0.873901649452747	lasso.weight.stats
15	12	492	7	27	0.631578947368421	0.307692307692308	0.0631970260223048	0.874672421766606	lasso.stats
15	18	483	16	21	0.529411764705882	0.461538461538462	0.0687732342007435	0.714737166640974	random.forest
15	17	479	20	22	0.459459459459459	0.435897435897436	0.0780669144981413	0.697908637788397	random.forest.bag
15	13	483	16	26	0.448275862068966	0.333333333333333	0.0780669144981413	0.867016083448952	gam
15	12	487	12	27	0.5	0.307692307692308	0.0724907063197026	0.872925337855195	glm.boost
15	18	486	13	21	0.580645161290323	0.461538461538462	0.0631970260223048	0.896151276912799	gam.boost
15	9	493	6	30	0.6	0.230769230769231	0.0669144981412639	0.908894712501927	gbm.boost.depth4
15	9	495	4	30	0.692307692307692	0.230769230769231	0.0631970260223048	0.903653460767689	gbm.boost.depth2
15	19	484	15	20	0.558823529411765	0.487179487179487	0.0650557620817844	0.875109192744463	C5.0.boost
15	16	474	25	23	0.390243902439024	0.41025641025641	0.0892193308550185	0.869277015569604	flex.disc.anyl
16	20	461	36	21	0.357142857142857	0.48780487804878	0.105947955390335	0.707685135201453	glm.cross.weights.stats
16	16	469	28	25	0.363636363636364	0.390243902439024	0.0985130111524164	0.666952937135005	glm.cross.stats
16	26	453	44	15	0.371428571428571	0.634146341463415	0.109665427509294	0.84173332679001	lda.stats
16	20	457	40	21	0.333333333333333	0.48780487804878	0.113382899628253	0.779776218285322	qda.stats
16	25	456	41	16	0.378787878787879	0.609756097560976	0.105947955390335	0.844628748098349	ridge.weight.stats
16	13	492	5	28	0.722222222222222	0.317073170731707	0.0613382899628253	0.842175001226876	ridge.stats
16	27	456	41	14	0.397058823529412	0.658536585365854	0.102230483271376	0.842420375914023	lasso.weight.stats
16	13	491	6	28	0.684210526315789	0.317073170731707	0.0631970260223048	0.845021347597784	lasso.stats
16	15	489	8	26	0.652173913043478	0.365853658536585	0.0631970260223048	0.674878539529862	random.forest
16	19	485	12	22	0.612903225806452	0.463414634146341	0.0631970260223048	0.719634882465525	random.forest.bag
16	15	492	5	26	0.75	0.365853658536585	0.0576208178438662	0.791775040486827	gam
16	13	491	6	28	0.684210526315789	0.317073170731707	0.0631970260223048	0.845953771408944	glm.boost
16	16	489	8	25	0.666666666666667	0.390243902439024	0.0613382899628253	0.872650537370565	gam.boost
16	8	494	3	33	0.727272727272727	0.195121951219512	0.0669144981412639	0.861117927074643	gbm.boost.depth4
16	7	495	2	34	0.777777777777778	0.170731707317073	0.0669144981412639	0.848530205623988	gbm.boost.depth2
16	18	482	15	23	0.545454545454545	0.439024390243902	0.0706319702602231	0.720714531088973	C5.0.boost
16	18	479	18	23	0.5	0.439024390243902	0.0762081784386617	0.84173332679001	flex.disc.anyl
17	24	441	48	25	0.333333333333333	0.489795918367347	0.135687732342007	0.695818204582446	glm.cross.weights.stats
17	21	473	16	28	0.567567567567568	0.428571428571429	0.0817843866171004	0.697925796085305	glm.cross.stats
17	39	447	42	10	0.481481481481481	0.795918367346939	0.0966542750929368	0.943282834606236	lda.stats
17	32	460	29	17	0.524590163934426	0.653061224489796	0.0855018587360595	0.919327240098493	qda.stats
17	43	445	44	6	0.494252873563218	0.877551020408163	0.0929368029739777	0.942030800050082	ridge.weight.stats
17	9	486	3	40	0.75	0.183673469387755	0.0799256505576208	0.943658444973082	ridge.stats
17	41	451	38	8	0.518987341772152	0.836734693877551	0.0855018587360595	0.943867117399108	lasso.weight.stats
17	8	488	1	41	0.888888888888889	0.163265306122449	0.0780669144981413	0.937189599766287	lasso.stats
17	17	484	5	32	0.772727272727273	0.346938775510204	0.0687732342007435	0.668356913317474	random.forest
